Visitor Arrivals by Nationality & Purpose of Visit to Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-24,,Europe Total,,,,,United Kingdom,,,,,France,,,,,Germany,,,,,Italy,,,,,Russia,,,,,Spain,,,,,Sweden,,,,,Netherland,,,,,Swiss,,,,,Belgium,,,,,Finland,,,,,Poland,,,,,Denmark,,,,,Norway,,,,,Austria,,,,,Portugal,,,,,Ireland,,,,,Europe Unclassified,,,,,,,,,,
,,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,,,,,,
,Apr．,"11,459 ","1,965 ","3,089 ","6,405 ",,"1,610 ",292 ,466 ,852 ,,"1,735 ",306 ,434 ,995 ,,"1,649 ",252 ,625 ,772 ,,800 ,69 ,264 ,467 ,,751 ,71 ,225 ,455 ,,444 ,49 ,111 ,284 ,,258 ,34 ,74 ,150 ,,381 ,70 ,173 ,138 ,,322 ,116 ,84 ,122 ,,175 ,26 ,58 ,91 ,,147 ,12 ,54 ,81 ,,119 ,26 ,23 ,70 ,,167 ,25 ,78 ,64 ,,99 ,19 ,32 ,48 ,,158 ,22 ,67 ,69 ,,153 ,7 ,17 ,129 ,,131 ,25 ,45 ,61 ,,"2,360 ",544,259,1557,,,,,,,
,May．,"12,302 ","1,756 ","6,342 ","4,204 ",,"1,926 ",279 ,989 ,658 ,,"2,008 ",278 ,932 ,798 ,,"2,241 ",259 ,"1,406 ",576 ,,897 ,77 ,534 ,286 ,,357 ,40 ,151 ,166 ,,517 ,44 ,248 ,225 ,,332 ,38 ,198 ,96 ,,534 ,85 ,325 ,124 ,,314 ,74 ,176 ,64 ,,235 ,34 ,128 ,73 ,,241 ,18 ,153 ,70 ,,190 ,21 ,74 ,95 ,,263 ,18 ,165 ,80 ,,134,17,85,32,,234 ,21 ,159 ,54 ,,98 ,1,42,55,,204 ,28 ,128 ,48 ,,"1,577",424,449,704,,,,,,,
,Jun．,"13,410 ","2,213 ","7,777 ","3,420 ",,"2,044 ",289 ,"1,208 ",547 ,,"2,351 ",307 ,"1,369 ",675 ,,"2,089 ",277 ,"1,437 ",375 ,,"1,009 ",140 ,647 ,222 ,,548 ,89 ,228 ,231 ,,539 ,87 ,311 ,141 ,,444 ,138 ,213 ,93 ,,543 ,60 ,341 ,142 ,,350 ,101 ,204 ,45 ,,301 ,29 ,228 ,44 ,,235 ,58 ,136 ,41 ,,263 ,19 ,129 ,115 ,,289 ,42 ,197 ,50 ,,141,43,79,19,,219 ,21 ,160 ,38 ,,139 ,10,82,47,,216 ,49 ,123 ,44 ,,1690,454,685,551,,,,,,,
,Jul．,"19,177 ","5,459 ","8,942 ","4,776 ",,"2,889 ",806 ,"1,276 ",807 ,,"3,561 ","1,264 ","1,440 ",857 ,,"3,520 ",832 ,"2,059 ",629 ,,"1,384 ",272 ,816 ,296 ,,778 ,161 ,297 ,320 ,,816 ,226 ,382 ,208 ,,368 ,140 ,129 ,99 ,,764 ,215 ,411 ,138 ,,653 ,353 ,251 ,49 ,,406 ,152 ,177 ,77 ,,188 ,63 ,79 ,46 ,,328 ,60 ,177 ,91 ,,258 ,67 ,128 ,63 ,,157,62,59,36,,379 ,122 ,178 ,79 ,,193 ,25,82,86,,272 ,82 ,115 ,75 ,,2263,557,886,820,,,,,,,
,Aug．,"20,929 ","4,649 ","7,205 ","9,075 ",,"3,924 ",734 ,"1,162 ","2,028 ",,"3,512 ",807 ,904 ,"1,801 ",,"3,458 ",843 ,"1,582 ","1,033 ",,"1,582 ",547 ,527 ,508 ,,655 ,168 ,189 ,298 ,,"1,116 ",384 ,298 ,434 ,,516 ,55 ,191 ,270 ,,630 ,113 ,287 ,230 ,,518 ,144 ,214 ,160 ,,349 ,67 ,143 ,139 ,,296 ,29 ,146 ,121 ,,339 ,52 ,121 ,166 ,,433 ,44 ,216 ,173 ,,230,21,93,116,,324 ,66 ,160 ,98 ,,182 ,22,83,77,,423 ,60 ,162 ,201 ,,2442,493,727,1222,,,,,,,
,Sep.,"31,372 ","5,583 ","12,693 ","13,096 ",,"4,494 ",737 ,"1,835 ","1,922 ",,"5,310 ","1,237 ","1,838 ","2,235 ",,"5,300 ",817 ,"2,598 ","1,885 ",,"2,647 ",375 ,"1,164 ","1,108 ",,"1,207 ",253 ,387 ,567 ,,"1,952 ",307 ,584 ,"1,061 ",,761 ,159 ,320 ,282 ,,"1,186 ",175 ,561 ,450 ,,818 ,220 ,375 ,223 ,,708 ,137 ,306 ,265 ,,544 ,60 ,260 ,224 ,,692 ,57 ,330 ,305 ,,570 ,119 ,263 ,188 ,,484,70,266,148,,570 ,105 ,305 ,160 ,,221 ,24,111,86,,367 ,83 ,143 ,141 ,,3541,648,1047,1846,,,,,,,
,Oct.　,"58,126 ","31,220 ","18,989 ","7,917 ",,"10,309 ","5,433 ","3,162 ","1,714 ",,"11,074 ","7,019 ","2,761 ","1,294 ",,"8,943 ","4,350 ","3,718 ",875 ,,"4,505 ","2,031 ","1,703 ",771 ,,"1,580 ",628 ,555 ,397 ,,"2,819 ","1,640 ",803 ,376 ,,"1,498 ",873 ,488 ,137 ,,"2,409 ","1,235 ","1,017 ",157 ,,"1,852 ","1,214 ",519 ,119 ,,"1,375 ",767 ,501 ,107 ,,885 ,503 ,313 ,69 ,,"1,110 ",648 ,308 ,154 ,,"1,175 ",703 ,397 ,75 ,,732,347,345,40,,"1,091 ",546 ,439 ,106 ,,648 ,394,201,53,,827 ,463 ,276 ,88 ,,5294,2426,1483,1385,,,,,,,
,Nov．,"65,559 ","41,490 ","19,194 ","4,875 ",,"13,607 ","8,771 ","3,820 ","1,016 ",,"10,810 ","7,258 ","2,733 ",819 ,,"9,673 ","5,072 ","4,027 ",574 ,,"5,237 ","3,261 ","1,654 ",322 ,,"1,975 ","1,325 ",416 ,234 ,,"3,622 ","2,682 ",734 ,206 ,,"1,754 ","1,101 ",550 ,103 ,,"2,732 ","1,796 ",795 ,141 ,,"1,943 ","1,370 ",523 ,50 ,,"1,333 ",830 ,433 ,70 ,,992 ,598 ,350 ,44 ,,"1,628 ","1,251 ",294 ,83 ,,"1,150 ",617 ,396 ,137 ,,755,475,238,42,,"1,030 ",589 ,383 ,58 ,,748 ,557,139,52,,971 ,628 ,264 ,79 ,,5599,3309,1445,845,,,,,,,
↑Final,Dec．,"62,316 ","49,822 ","8,010 ","4,484 ",,"15,297 ","12,987 ","1,365 ",945 ,,"10,770 ","8,787 ","1,284 ",699 ,,"7,745 ","5,756 ","1,491 ",498 ,,"4,930 ","4,172 ",541 ,217 ,,"1,583 ","1,095 ",230 ,258 ,,"3,485 ","3,020 ",274 ,191 ,,"1,783 ","1,483 ",198 ,102 ,,"2,595 ","2,098 ",383 ,114 ,,"1,954 ","1,644 ",242 ,68 ,,"1,540 ",996 ,465 ,79 ,,957 ,760 ,145 ,52 ,,929 ,712 ,142 ,75 ,,955 ,754 ,148 ,53 ,,886 ,777 ,76 ,33 ,,891 ,636 ,145 ,110 ,,696 ,609 ,44 ,43 ,,894 ,722 ,110 ,62 ,,"4,426 ","2,814 ",727 ,885 ,,,,,,,
↓Preliminary,2023　Jan.,"59,795 ","40,107 ","9,767 ","9,921 ",,"15,096 ","11,269 ","1,866 ","1,961 ",,"9,771 ","6,460 ","1,385 ","1,926 ",,"7,380 ","4,412 ","1,851 ","1,117 ",,"4,305 ","2,768 ",806 ,731 ,,"1,628 ",739 ,406 ,483 ,,"3,075 ","2,096 ",356 ,623 ,,"1,853 ","1,363 ",236 ,254 ,,"2,359 ","1,630 ",468 ,261 ,,"1,757 ","1,360 ",272 ,125 ,,"1,073 ",681 ,233 ,159 ,,900 ,653 ,149 ,98 ,,"1,185 ",802 ,172 ,211 ,,"1,073 ",720 ,214 ,139 ,,930 ,696 ,149 ,85 ,,"1,017 ",596 ,214 ,207 ,,829 ,646 ,83 ,100 ,,"1,031 ",707 ,139 ,185 ,,"4,533 ","2,509 ",768 ,"1,256 ",,,,,,,
,Feb．,"66,818 ","50,774 ","11,784 ","4,260 ",,"15,579 ","12,462 ","2,358 ",759 ,,"12,251 ","9,697 ","1,766 ",788 ,,"9,302 ","6,533 ","2,234 ",535 ,,"4,627 ","3,271 ","1,077 ",279 ,,"1,378 ",778 ,337 ,263 ,,"3,322 ","2,641 ",454 ,227 ,,"1,786 ","1,387 ",322 ,77 ,,"2,510 ","1,828 ",566 ,116 ,,"2,211 ","1,830 ",324 ,57 ,,"1,338 ","1,004 ",259 ,75 ,,"1,176 ",958 ,161 ,57 ,,"1,377 ","1,091 ",218 ,68 ,,"1,187 ",935 ,208 ,44 ,,"1,069 ",832 ,193 ,44 ,,"1,085 ",808 ,215 ,62 ,,858 ,742 ,86 ,30 ,,"1,086 ",848 ,159 ,79 ,,"4,676 ","3,129 ",847 ,700 ,,,,,,,
,Mar．,"154,137 ","129,635 ","16,091 ","8,411 ",,"34,803 ","30,515 ","3,053 ","1,235 ",,"21,223 ","17,269 ","2,293 ","1,661 ",,"25,898 ","21,666 ","2,977 ","1,255 ",,"12,737 ","10,483 ","1,635 ",619 ,,"3,414 ","2,463 ",420 ,531 ,,"7,557 ","6,506 ",670 ,381 ,,"3,534 ","2,964 ",389 ,181 ,,"5,983 ","4,915 ",794 ,274 ,,"4,895 ","4,322 ",394 ,179 ,,"2,824 ","2,312 ",382 ,130 ,,"2,003 ","1,511 ",308 ,184 ,,"3,676 ","3,246 ",274 ,156 ,,"3,209 ","2,720 ",348 ,141 ,,"2,779 ","2,439 ",237 ,103 ,,"2,513 ","2,093 ",297 ,123 ,,"1,999 ","1,817 ",126 ,56 ,,"2,306 ","1,991 ",211 ,104 ,,"12,784 ","10,403 ","1,283 ","1,098 ",,,,,,,
,Apr．,"184,400 ","165,616 ","12,656 ","6,128 ",,"36,527 ","33,379 ","2,164 ",984 ,,"34,421 ","31,499 ","1,892 ","1,030 ",,"27,362 ","24,191 ","2,492 ",679 ,,"15,619 ","14,223 ",975 ,421 ,,"4,421 ","3,046 ",850 ,525 ,,"8,302 ","7,603 ",435 ,264 ,,"4,266 ","3,837 ",302 ,127 ,,"8,250 ","7,545 ",505 ,200 ,,"6,887 ","6,482 ",314 ,91 ,,"3,903 ","3,545 ",288 ,70 ,,"1,924 ","1,661 ",178 ,85 ,,"4,708 ","4,361 ",234 ,113 ,,"3,226 ","2,944 ",219 ,63 ,,"2,155 ","1,922 ",175 ,58 ,,"2,446 ","2,116 ",228 ,102 ,,"2,485 ","2,315 ",121 ,49 ,,"2,539 ","2,270 ",173 ,96 ,,"14,959 ","12,677 ","1,111 ","1,171 ",,,,,,,
,May．,"146,344 ","124,788 ","14,878 ","6,678 ",,"27,739 ","23,630 ","2,867 ","1,242 ",,"26,754 ","23,160 ","2,305 ","1,289 ",,"23,118 ","19,425 ","2,673 ","1,020 ",,"11,828 ","9,910 ","1,350 ",568 ,,"2,960 ","2,180 ",438 ,342 ,,"8,581 ","7,758 ",515 ,308 ,,"2,997 ","2,453 ",421 ,123 ,,"6,927 ","6,083 ",699 ,145 ,,"4,790 ","4,283 ",418 ,89 ,,"3,267 ","2,892 ",300 ,75 ,,"1,996 ","1,640 ",282 ,74 ,,"3,571 ","3,111 ",319 ,141 ,,"2,354 ","1,941 ",326 ,87 ,,"1,260 ","1,047 ",153 ,60 ,,"2,557 ","2,184 ",283 ,90 ,,"2,279 ","2,097 ",127 ,55 ,,"2,004 ","1,678 ",233 ,93 ,,"11,362 ","9,316 ","1,169 ",877 ,,,,,,,
,Jun．,"111,169 ","92,194 ","13,223 ","5,752 ",,"20,417 ","17,072 ","2,375 ",970 ,,"17,714 ","14,647 ","2,116 ",951 ,,"13,655 ","10,689 ","2,370 ",596 ,,"10,248 ","8,513 ","1,180 ",555 ,,"2,381 ","1,634 ",413 ,334 ,,"8,693 ","7,872 ",507 ,314 ,,"4,496 ","4,077 ",299 ,120 ,,"4,436 ","3,606 ",635 ,195 ,,"2,999 ","2,564 ",366 ,69 ,,"1,890 ","1,523 ",296 ,71 ,,"2,222 ","1,979 ",184 ,59 ,,"3,195 ","2,797 ",265 ,133 ,,"2,159 ","1,878 ",223 ,58 ,,"2,512 ","2,322 ",143 ,47 ,,"1,456 ","1,153 ",230 ,73 ,,"2,009 ","1,807 ",154 ,48 ,,"1,877 ","1,636 ",179 ,62 ,,"8,810 ","6,425 ","1,288 ","1,097 ",,,,,,,
,Jul．,"164,266 ","144,815 ","12,931 ","6,520 ",,"26,965 ","23,572 ","2,156 ","1,237 ",,"31,132 ","28,091 ","1,835 ","1,206 ",,"19,081 ","15,781 ","2,548 ",752 ,,"13,969 ","12,341 ","1,240 ",388 ,,"3,239 ","2,186 ",649 ,404 ,,"12,985 ","12,208 ",427 ,350 ,,"3,428 ","3,098 ",197 ,133 ,,"10,474 ","9,685 ",604 ,185 ,,"7,016 ","6,601 ",338 ,77 ,,"4,856 ","4,491 ",256 ,109 ,,"1,561 ","1,393 ",100 ,68 ,,"3,178 ","2,802 ",262 ,114 ,,"4,244 ","3,998 ",185 ,61 ,,"3,278 ","3,147 ",73 ,58 ,,"3,114 ","2,778 ",250 ,86 ,,"2,608 ","2,356 ",147 ,105 ,,"2,068 ","1,778 ",174 ,116 ,,"11,070 ","8,509 ","1,490 ","1,071 ",,,,,,,
,Aug．,"154,174 ","134,827 ","8,167 ","11,180 ",,"23,837 ","20,105 ","1,320 ","2,412 ",,"25,866 ","22,667 ","1,063 ","2,136 ",,"19,999 ","16,959 ","1,803 ","1,237 ",,"24,113 ","22,872 ",621 ,620 ,,"3,355 ","2,308 ",366 ,681 ,,"17,283 ","16,580 ",250 ,453 ,,"1,994 ","1,501 ",187 ,306 ,,"6,185 ","5,530 ",351 ,304 ,,"3,588 ","3,124 ",259 ,205 ,,"2,407 ","2,081 ",161 ,165 ,,"1,740 ","1,412 ",169 ,159 ,,"3,606 ","3,234 ",200 ,172 ,,"1,738 ","1,402 ",174 ,162 ,,970 ,757 ,106 ,107 ,,"2,589 ","2,306 ",175 ,108 ,,"3,019 ","2,886 ",63 ,70 ,,"1,621 ","1,299 ",108 ,214 ,,"10,264 ","7,804 ",791 ,"1,669 ",,,,,,,
,Sep．,"162,660 ","133,919 ","15,580 ","13,161 ",,"29,702 ","24,452 ","3,125 ","2,125 ",,"22,034 ","17,622 ","2,130 ","2,282 ",,"26,283 ","21,877 ","2,671 ","1,735 ",,"14,605 ","11,947 ","1,459 ","1,199 ",,"4,294 ","3,010 ",554 ,730 ,,"13,192 ","11,850 ",763 ,579 ,,"3,451 ","2,747 ",427 ,277 ,,"8,077 ","6,913 ",781 ,383 ,,"5,205 ","4,591 ",372 ,242 ,,"3,669 ","3,124 ",337 ,208 ,,"1,809 ","1,316 ",253 ,240 ,,"4,994 ","4,398 ",321 ,275 ,,"2,788 ","2,326 ",268 ,194 ,,"1,800 ","1,519 ",161 ,120 ,,"3,004 ","2,517 ",307 ,180 ,,"2,819 ","2,569 ",143 ,107 ,,"2,287 ","1,890 ",229 ,168 ,,"12,647 ","9,251 ","1,279 ","2,117 ",,,,,,,
,Oct．,"206,637 ","180,521 ","18,281 ","7,835 ",,"37,431 ","32,914 ","3,301 ","1,216 ",,"34,356 ","30,479 ","2,557 ","1,320 ",,"30,893 ","26,647 ","3,410 ",836 ,,"16,315 ","14,100 ","1,571 ",644 ,,"5,726 ","4,503 ",705 ,518 ,,"15,515 ","14,487 ",706 ,322 ,,"5,030 ","4,408 ",491 ,131 ,,"8,854 ","7,752 ",888 ,214 ,,"7,176 ","6,578 ",423 ,175 ,,"4,581 ","4,002 ",469 ,110 ,,"2,507 ","2,164 ",277 ,66 ,,"5,252 ","4,723 ",375 ,154 ,,"4,768 ","4,325 ",369 ,74 ,,"2,123 ","1,737 ",215 ,171 ,,"3,321 ","2,935 ",304 ,82 ,,"3,544 ","3,294 ",192 ,58 ,,"2,678 ","2,327 ",263 ,88 ,,"16,567 ","13,146 ","1,765 ","1,656 ",,,,,,,
,Nov．,"148,773 ","122,432 ","19,449 ","6,892 ",,"29,509 ","24,376 ","3,671 ","1,462 ",,"24,182 ","20,358 ","2,701 ","1,123 ",,"18,629 ","14,090 ","3,649 ",890 ,,"13,379 ","11,402 ","1,589 ",388 ,,"5,914 ","4,658 ",933 ,323 ,,"11,007 ","10,024 ",681 ,302 ,,"3,364 ","2,710 ",505 ,149 ,,"5,943 ","4,788 ",908 ,247 ,,"3,925 ","3,332 ",497 ,96 ,,"2,940 ","2,414 ",419 ,107 ,,"2,038 ","1,616 ",341 ,81 ,,"4,240 ","3,702 ",430 ,108 ,,"2,574 ","2,041 ",358 ,175 ,,"1,447 ","1,178 ",219 ,50 ,,"2,004 ","1,465 ",389 ,150 ,,"2,884 ","2,675 ",150 ,59 ,,"2,069 ","1,683 ",271 ,115 ,,"12,725 ","9,920 ","1,738 ","1,067 ",,,,,,,
↑Preliminary,Dec．,"104,259 ","89,913 ","8,539 ","5,807 ",,"23,877 ","21,094 ","1,632 ","1,151 ",,"17,732 ","15,460 ","1,348 ",924 ,,"11,810 ","9,592 ","1,622 ",596 ,,"10,560 ","9,485 ",729 ,346 ,,"3,255 ","2,662 ",297 ,296 ,,"6,361 ","5,938 ",199 ,224 ,,"3,046 ","2,700 ",203 ,143 ,,"4,488 ","3,888 ",389 ,211 ,,"2,946 ","2,651 ",228 ,67 ,,"1,604 ","1,353 ",188 ,63 ,,"1,528 ","1,325 ",130 ,73 ,,"1,652 ","1,334 ",201 ,117 ,,"1,460 ","1,218 ",120 ,122 ,,"1,218 ","1,074 ",93 ,51 ,,"1,254 ","1,012 ",127 ,115 ,,"2,479 ","2,357 ",63 ,59 ,,"1,419 ","1,218 ",119 ,82 ,,"7,570 ","5,552 ",851 ,"1,167 ",,,,,,,
↓Estimated ,2024　Jan.,,,,,,"19,800 ",,,,,"14,400 ",,,,,"10,400 ",,,,,"6,900 ",,,,,"3,200 ",,,,,"4,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb．,,,,,,"25,900 ",,,,,"22,300 ",,,,,"14,900 ",,,,,"7,600 ",,,,,"2,900 ",,,,,"6,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar．,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr．,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May．,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun．,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul．,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug．,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep．,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct．,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov．,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec．,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source: Data quoted from JNTO (Japan National Tourist Organization)  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"In response to the change of JNTO data, the sorting order of the countries is rearranged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Figure of Poland was newly added in the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Countries with less than 10 travelers are shown with an asterisk (*). ( June 2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Year TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1990,"403,639 ","161,733 ","198,798 ",,,"101,927 ","32,703 ","56,550 ",,,"51,014 ","21,740 ","23,817 ",,,"65,818 ","24,193 ","35,046 ",,,"29,798 ","12,977 ","15,052 ",,,"24,706 ","16,092 ","4,938 ",,,,,,,,,,,,,"17,573 ","5,972 ","10,228 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1991,"404,244 ","165,797 ","189,441 ","47,233 ","1,773 ","102,859 ","34,765 ","54,073 ","13,778 ",243 ,"50,119 ","20,851 ","22,780 ","6,488 ",0 ,"61,227 ","24,091 ","30,577 ","6,544 ",15 ,"30,199 ","12,935 ","15,148 ","2,113 ",3 ,"31,828 ","18,510 ","7,555 ","4,635 ","1,128 ","16,554 ","7,156 ","8,105 ","1,278 ",15 ,"14,763 ","6,190 ","7,451 ","1,121 ",1 ,"18,044 ","6,314 ","10,013 ","1,717 ",0 ,"15,385 ","7,150 ","3,618 ","1,317 ",0 ,"8,013 ","3,368 ","4,042 ",603 ,0 ,,,,,,,,,,,"7,806 ","2,992 ","4,232 ",580 ,2 ,"5,263 ","1,918 ","2,957 ",388 ,0 ,"7,957 ","3,544 ","3,079 ","1,330 ",4 ,,,,,,,,,,,,,,,,,,,,,
,1992,"395,983 ","164,521 ","179,860 ","50,076 ","1,526 ","104,395 ","35,920 ","53,021 ","15,336 ",118 ,"48,605 ","20,490 ","21,770 ","6,340 ",5 ,"63,930 ","27,640 ","29,437 ","6,839 ",14 ,"26,866 ","11,038 ","13,858 ","1,969 ",1 ,"26,386 ","14,719 ","6,638 ","6,622 ",770 ,"13,580 ","7,085 ","4,940 ","1,550 ",5 ,"14,888 ","6,273 ","7,527 ","1,088 ",0 ,"18,253 ","6,229 ","10,274 ","1,747 ",3 ,"15,237 ","7,169 ","6,492 ","1,266 ",10 ,"7,812 ","3,282 ","3,823 ",707 ,0 ,,,,,,,,,,,"9,254 ","4,136 ","4,461 ",657 ,0 ,"5,316 ","1,862 ","3,069 ",385 ,0 ,"8,024 ","3,746 ","2,941 ","1,331 ",6 ,,,,,,,,,,,,,,,,,,,,,
,1993,"397,788 ","168,834 ","174,062 ","53,322 ",1570,"107,488 ","39,236 ","52,532 ","15,429 ",291 ,"49,178 ","21,861 ","20,627 ","6,686 ",4 ,"62,795 ","26,949 ","28,727 ","7,118 ",1 ,"25,283 ","10,883 ","12,063 ","2,337 ",0 ,"31,897 ","17,299 ","7,206 ","6,622 ",770 ,"9,443 ","5,173 ","3,213 ","1,057 ",0 ,"14,040 ","5,567 ","7,357 ","1,116 ",0 ,"17,872 ","6,746 ","9,362 ","1,764 ",0 ,"15,346 ","7,032 ","6,970 ","1,344 ",0 ,"7,790 ","3,289 ","3,780 ",721 ,0 ,"7,734 ","3,029 ","4,102 ",603 ,0 ,,,,,,"8,511 ","3,459 ","4,230 ",822 ,0 ,"5,820 ","2,234 ","3,005 ",581 ,0 ,"8,054 ","3,746 ","2,877 ","1,424 ",7 ,,,,,,"5,607 ","1,873 ","1,973 ","1,761 ",0 ,,,,,,,,,,,
,1994,"413,586 ","168,646 ","184,018 ","58,208 ","2,714 ","119,861 ","45,668 ","56,925 ","17,185 ",83 ,"52,447 ","23,411 ","22,228 ","6,808 ",0 ,"64,708 ","27,939 ","29,395 ","7,392 ",49 ,"24,726 ","10,153 ","12,199 ","2,374 ",0 ,"26,845 ","9,718 ","7,210 ","7,837 ","2,080 ","9,998 ","4,496 ","4,265 ","1,235 ",2 ,"15,055 ","5,527 ","8,087 ","1,440 ",1 ,"18,290 ","6,520 ","9,960 ","1,808 ",2 ,"15,512 ","7,298 ","6,886 ","1,322 ",6 ,"8,056 ","3,434 ","3,923 ",699 ,0 ,"7,558 ","2,794 ","4,094 ",670 ,0 ,,,,,,"8,883 ","3,344 ","4,657 ",882 ,0 ,"5,362 ","2,031 ","2,863 ",468 ,0 ,"8,257 ","3,701 ","2,988 ","1,562 ",6 ,,,,,,"6,197 ","2,233 ","2,100 ","1,862 ",2 ,,,,,,,,,,,
